"Ministry Of Railways
Na
Office Of The Principal Chief Materials Manager, East Coast Railway, North Block, 2nd Floor, Chandrasekharpur, Bhubaneswar-751017. N/a",Power Cable For Direct Burial Xlpe Ugac Cable,1000,11-12-2018 03:07:pm,21-12-2018 06:00:pm,Not Evaluated,GEM/2018/B/134903,https://bidplus.gem.gov.in/showbidDocument/974338,974338,50.0,50.0,3.5,3.5
"Ministry Of Railways
Na
Office Of The Principal Chief Materials Manager, East Coast Railway, North Block, 2nd Floor, Chandrasekharpur, Bhubaneswar-751017. N/a",Power Cable For Direct Burial Xlpe Ugac Cable,1000,11-12-2018 03:19:pm,21-12-2018 06:00:pm,Not Evaluated,GEM/2018/B/134928,https://bidplus.gem.gov.in/showbidDocument/974520,974520,300.0,300.0,3.5,3.5
"Ministry Of Railways
Na
South Eastern Railway N/a",Power Cable For Direct Burial Xlpe Ugac Cable,4500,10-12-2018 12:55:pm,21-12-2018 11:00:am,Technical Evaluation,GEM/2018/B/133343,https://bidplus.gem.gov.in/showbidDocument/962228,962228,70.0,70.0,2,2
"Ministry Of Railways
Na
Kapurthala Rail Coach Factory Kapurthala",Power Cable For Direct Burial Xlpe Ugac Cable,2000,08-12-2018 08:36:am,21-12-2018 11:00:am,Technical Evaluation,GEM/2018/B/133457,https://bidplus.gem.gov.in/showbidDocument/963117,963117,50.0,50.0,4,4
"Ministry Of Defence
Department Of Defence Production And Supply
Ordnance Factory Varangaon Indian Ordnance Factories",Power Cable For Direct Burial Xlpe Ugac Cable,2000,07-12-2018 03:25:pm,19-12-2018 03:00:pm,Financial Evaluation,GEM/2018/B/129909,https://bidplus.gem.gov.in/showbidDocument/936055,936055,35.0,35.0,4,4
"Ministry Of Defence
Department Of Defence Production And Supply
Ordnance Factory Varangaon Indian Ordnance Factories",Power Cable For Direct Burial Xlpe Ugac Cable,2000,07-12-2018 03:22:pm,19-12-2018 03:00:pm,Technical Evaluation,GEM/2018/B/131828,https://bidplus.gem.gov.in/showbidDocument/950933,950933,6.0,6.0,4,4
"Ministry Of Defence
Department Of Defence Production And Supply
Ordnance Factory Varangaon Indian Ordnance Factories",Power Cable For Direct Burial Xlpe Ugac Cable,2000,07-12-2018 03:27:pm,18-12-2018 03:00:pm,Technical Evaluation,GEM/2018/B/129810,https://bidplus.gem.gov.in/showbidDocument/935306,935306,10.0,10.0,4,4
"Ministry Of Defence
Department Of Defence Production And Supply
Ordnance Factory Varangaon Indian Ordnance Factories",Power Cable For Direct Burial Xlpe Ugac Cable,2000,07-12-2018 03:23:pm,18-12-2018 03:00:pm,Technical Evaluation,GEM/2018/B/131824,https://bidplus.gem.gov.in/showbidDocument/950905,950905,16.0,16.0,4,4
"Ministry Of Power
Na
Cc-eoc Noida N/a",Power Cable For Direct Burial Xlpe Ugac Cable,1000,06-12-2018 07:06:pm,18-12-2018 02:00:pm,Technical Evaluation,GEM/2018/B/127956,https://bidplus.gem.gov.in/showbidDocument/921124,921124,50.0,50.0,3.5,3.5
"Ministry Of Power
Na
Cc-eoc Noida N/a",Power Cable For Direct Burial Xlpe Ugac Cable,1000,06-12-2018 07:15:pm,18-12-2018 02:00:pm,Technical Evaluation,GEM/2018/B/127983,https://bidplus.gem.gov.in/showbidDocument/921334,921334,16.0,16.0,4,4
"Pmo
Na
Na N/a",Power Cable For Direct Burial Xlpe Ugac Cable,2800,06-12-2018 03:57:pm,18-12-2018 10:00:am,Bid Award,GEM/2018/B/132258,https://bidplus.gem.gov.in/showbidDocument/954094,954094,300.0,300.0,3.5,3.5
"Ministry Of Railways
Na
Western Railway N/a",Power Cable For Direct Burial Xlpe Ugac Cable,46035,20-12-2018 06:55:am,24-12-2018 06:45:pm,RA Award,GEM/2018/B/132565,https://bidplus.gem.gov.in/showbidDocument/956425,956425,25.0,25.0,4,4
"Ministry Of Railways
Na
North Western Railway N/a",Power Cable For Direct Burial Xlpe Ugac Cable,1750,06-12-2018 05:17:pm,17-12-2018 08:00:pm,Technical Evaluation,GEM/2018/B/132414,https://bidplus.gem.gov.in/showbidDocument/955256,955256,50.0,50.0,4,4
"Ministry Of Railways
Na
North Western Railway N/a",Power Cable For Direct Burial Xlpe Ugac Cable,1000,06-12-2018 05:33:pm,17-12-2018 08:00:pm,Technical Evaluation,GEM/2018/B/132447,https://bidplus.gem.gov.in/showbidDocument/955522,955522,16.0,16.0,4,4
"Ministry Of Railways
Na
Office Of The Principal Chief Material Manager,north Eastern Railway, Gorakhpur N/a",Power Cable For Direct Burial Xlpe Ugac Cable,8610,07-12-2018 04:44:pm,17-12-2018 07:00:pm,Financial Evaluation,GEM/2018/B/132017,https://bidplus.gem.gov.in/showbidDocument/952284,952284,25.0,25.0,4,4
"Ministry Of Railways
Na
North Western Railway N/a",Power Cable For Direct Burial Xlpe Ugac Cable,1300,06-12-2018 04:18:pm,17-12-2018 07:00:pm,Technical Evaluation,GEM/2018/B/132310,https://bidplus.gem.gov.in/showbidDocument/954486,954486,95.0,95.0,4,4
"Ministry Of Defence
Department Of Defence
22 Engineer Regiment N/a",Power Cable For Direct Burial Xlpe Ugac Cable,25782,07-12-2018 01:45:pm,17-12-2018 04:00:pm,Not Evaluated,GEM/2018/B/132954,https://bidplus.gem.gov.in/showbidDocument/959323,959323,16.0,16.0,2,2
"Ministry Of Defence
Department Of Defence
22 Engineer Regiment N/a",Power Cable For Direct Burial Xlpe Ugac Cable,25782,07-12-2018 12:27:pm,17-12-2018 03:00:pm,Not Evaluated,GEM/2018/B/132854,https://bidplus.gem.gov.in/showbidDocument/958574,958574,16.0,16.0,2,2
"Ministry Of Commerce And Industry
Department Of Commerce
Patna Footwear Design And Development Institute (fddi)","Power Cable For Direct Burial Xlpe Ugac Cable,power Cable For Direct Burial Xlpe Ugac Cable",600,06-12-2018 02:39:pm,17-12-2018 02:00:pm,Technical Evaluation,GEM/2018/B/132141,https://bidplus.gem.gov.in/showbidDocument/953219,953219,300.0,300.0,4,4
"Ministry Of Railways
Na
Kapurthala Rail Coach Factory Kapurthala",Power Cable For Direct Burial Xlpe Ugac Cable,1660,05-12-2018 10:45:am,17-12-2018 01:00:pm,Technical Evaluation,GEM/2018/B/131288,https://bidplus.gem.gov.in/showbidDocument/946618,946618,400.0,400.0,4,4
"Ministry Of Railways
Na
Office Of The Principal Chief Materials Manager, East Coast Railway, North Block, 2nd Floor, Chandrasekharpur, Bhubaneswar-751017. N/a",Power Cable For Direct Burial Xlpe Ugac Cable,1000,03-12-2018 06:03:pm,13-12-2018 09:00:pm,Financial Evaluation,GEM/2018/B/130446,https://bidplus.gem.gov.in/showbidDocument/940115,940115,50.0,50.0,3.5,3.5
"Ministry Of Home Affairs
Central Armed Police Forces
Ftr Hq Bsf South Bengal Border Security Force (bsf)",Power Cable For Direct Burial Xlpe Ugac Cable,4000,30-11-2018 01:46:pm,13-12-2018 12:00:pm,Technical Evaluation,GEM/2018/B/128545,https://bidplus.gem.gov.in/showbidDocument/925639,925639,10.0,10.0,2,2
"Ministry Of Railways
Na
Office Of The Principal Chief Materials Manager, East Coast Railway, North Block, 2nd Floor, Chandrasekharpur, Bhubaneswar-751017. N/a",Power Cable For Direct Burial Xlpe Ugac Cable,2000,01-12-2018 12:17:pm,12-12-2018 09:00:am,Bid Award,GEM/2018/B/129401,https://bidplus.gem.gov.in/showbidDocument/932121,932121,25.0,25.0,3.5,3.5
"Ministry Of Railways
Na
Office Of The Principal Chief Materials Manager, East Coast Railway, North Block, 2nd Floor, Chandrasekharpur, Bhubaneswar-751017. N/a",Power Cable For Direct Burial Xlpe Ugac Cable,1000,01-12-2018 12:54:pm,12-12-2018 09:00:am,Not Evaluated,GEM/2018/B/129423,https://bidplus.gem.gov.in/showbidDocument/932289,932289,300.0,300.0,3.5,3.5
"Ministry Of Railways
Northern Railway
Northern Railway Stores",Power Cable For Direct Burial Xlpe Ugac Cable,500,28-11-2018 11:56:am,11-12-2018 02:00:pm,Technical Evaluation,GEM/2018/B/127096,https://bidplus.gem.gov.in/showbidDocument/914740,914740,150.0,150.0,4,4
"Ministry Of Railways
Na
Office Of Principal Chief Materials Manager, South Western Railway, Hubli N/a",Power Cable For Direct Burial Xlpe Ugac Cable,2400,30-11-2018 12:11:pm,11-12-2018 11:00:am,Technical Evaluation,GEM/2018/B/128585,https://bidplus.gem.gov.in/showbidDocument/925933,925933,25.0,*,3.5,"1 , 2 , 3.5 , 4"
"Ministry Of Railways
Na
Kapurthala Rail Coach Factory Kapurthala",Power Cable For Direct Burial Xlpe Ugac Cable,1000,30-11-2018 03:02:pm,11-12-2018 11:00:am,Technical Evaluation,GEM/2018/B/128937,https://bidplus.gem.gov.in/showbidDocument/928544,928544,16.0,16.0,4,4
"Ministry Of Home Affairs
Central Armed Police Forces
Ftr Hq Bsf Jodhpur Border Security Force (bsf)",Power Cable For Direct Burial Xlpe Ugac Cable,500,30-11-2018 04:57:pm,11-12-2018 10:00:am,Financial Evaluation,GEM/2018/B/129116,https://bidplus.gem.gov.in/showbidDocument/929902,929902,35.0,35.0,3.5,3.5
"Ministry Of Agriculture And Farmers Welfare
Department Of Agricultural Research And Education (dare)
Central Institute Of Agricultural Engineering Bhopal Indian Council Of Agricultural Research (icar)","Power Cable For Direct Burial Xlpe Ugac Cable,power Cable For Direct Burial Xlpe Ugac Cable,power Ca",300,20-11-2018 10:31:am,10-12-2018 05:00:pm,Not Evaluated,GEM/2018/B/122153,https://bidplus.gem.gov.in/showbidDocument/876940,876940,35.0,35.0,4,4
"Ministry Of Home Affairs
Central Armed Police Forces
Dte. Genl. Central Reserve Police Force (crpf)",Power Cable For Direct Burial Xlpe Ugac Cable,1500,29-11-2018 06:38:pm,10-12-2018 05:00:pm,Technical Evaluation,GEM/2018/B/128337,https://bidplus.gem.gov.in/showbidDocument/924015,924015,50.0,50.0,4,4
"Ministry Of Railways
Na
Office Of The Principal Chief Materials Manager, East Coast Railway, North Block, 2nd Floor, Chandrasekharpur, Bhubaneswar-751017. N/a",Power Cable For Direct Burial Xlpe Ugac Cable,500,29-11-2018 06:55:pm,10-12-2018 03:00:pm,Bid Award,GEM/2018/B/128433,https://bidplus.gem.gov.in/showbidDocument/924736,924736,120.0,120.0,3.5,3.5
"Ministry Of Railways
Na
Southern Railway N/a",Power Cable For Direct Burial Xlpe Ugac Cable,7210,30-11-2018 11:22:am,10-12-2018 02:00:pm,Technical Evaluation,GEM/2018/B/128636,https://bidplus.gem.gov.in/showbidDocument/926318,926318,70.0,70.0,4,4
"Ministry Of Railways
Na
Southern Railway N/a",Power Cable For Direct Burial Xlpe Ugac Cable,2650,30-11-2018 10:37:am,10-12-2018 01:00:pm,Technical Evaluation,GEM/2018/B/128526,https://bidplus.gem.gov.in/showbidDocument/925506,925506,240.0,240.0,4,4
"Ministry Of Railways
Na
Southern Railway N/a",Power Cable For Direct Burial Xlpe Ugac Cable,2800,30-11-2018 10:56:am,10-12-2018 01:00:pm,Technical Evaluation,GEM/2018/B/128592,https://bidplus.gem.gov.in/showbidDocument/925982,925982,150.0,150.0,4,4
"Ministry Of Railways
Na
Southern Railway N/a",Power Cable For Direct Burial Xlpe Ugac Cable,3500,28-11-2018 12:56:pm,10-12-2018 11:00:am,Bid Award,GEM/2018/B/127115,https://bidplus.gem.gov.in/showbidDocument/914887,914887,25.0,*,4,"1 , 2 , 3.5 , 4"
"Ministry Of Railways
Na
Head Quarters Central Organisation For Railway Electrification (core)",Power Cable For Direct Burial Xlpe Ugac Cable,136900,29-11-2018 05:14:pm,10-12-2018 11:00:am,Financial Evaluation,GEM/2018/B/128321,https://bidplus.gem.gov.in/showbidDocument/923896,923896,70.0,70.0,4,4
"Ministry Of Railways
Na
Office Of The Principal Chief Materials Manager, East Coast Railway, North Block, 2nd Floor, Chandrasekharpur, Bhubaneswar-751017. N/a",Power Cable For Direct Burial Xlpe Ugac Cable,14000,29-11-2018 08:52:pm,10-12-2018 09:00:am,Technical Evaluation,GEM/2018/B/128476,https://bidplus.gem.gov.in/showbidDocument/925065,925065,185.0,185.0,2,2
"Ministry Of Railways
Na
Southern Railway N/a",Power Cable For Direct Burial Xlpe Ugac Cable,1500,28-11-2018 06:47:pm,08-12-2018 09:00:pm,Technical Evaluation,GEM/2018/B/127754,https://bidplus.gem.gov.in/showbidDocument/919598,919598,70.0,70.0,4,4
"Ministry Of Defence
Department Of Defence
Chief Engineer Delhi Zone Delhi Cantt N/a",Power Cable For Direct Burial Xlpe Ugac Cable,2000,28-11-2018 04:17:pm,08-12-2018 06:00:pm,Bid Award,GEM/2018/B/127416,https://bidplus.gem.gov.in/showbidDocument/917106,917106,16.0,*,2,"1 , 2 , 3.5 , 4"
"Ministry Of Defence
Department Of Defence
Chief Engineer Delhi Zone Delhi Cantt N/a",Power Cable For Direct Burial Xlpe Ugac Cable,2000,28-11-2018 04:16:pm,08-12-2018 06:00:pm,Bid Award,GEM/2018/B/127438,https://bidplus.gem.gov.in/showbidDocument/917274,917274,25.0,*,2,"1 , 2 , 3.5 , 4"
"Ministry Of Defence
Department Of Defence
Chief Engineer Delhi Zone Delhi Cantt N/a",Power Cable For Direct Burial Xlpe Ugac Cable,2000,28-11-2018 04:05:pm,08-12-2018 06:00:pm,Bid Award,GEM/2018/B/127453,https://bidplus.gem.gov.in/showbidDocument/917386,917386,10.0,*,4,"1 , 2 , 3.5 , 4"
"Ministry Of Defence
Department Of Defence
Chief Engineer Delhi Zone Delhi Cantt N/a",Power Cable For Direct Burial Xlpe Ugac Cable,2500,28-11-2018 03:52:pm,08-12-2018 06:00:pm,Bid Award,GEM/2018/B/127462,https://bidplus.gem.gov.in/showbidDocument/917449,917449,16.0,*,4,"1 , 2 , 3.5 , 4"
"Ministry Of Defence
Department Of Defence
Chief Engineer Delhi Zone Delhi Cantt N/a",Power Cable For Direct Burial Xlpe Ugac Cable,2500,28-11-2018 03:10:pm,08-12-2018 05:00:pm,Bid Award,GEM/2018/B/127335,https://bidplus.gem.gov.in/showbidDocument/916532,916532,25.0,*,3.5,"1 , 2 , 3.5 , 4"
"Ministry Of Defence
Department Of Defence
Chief Engineer Delhi Zone Delhi Cantt N/a",Power Cable For Direct Burial Xlpe Ugac Cable,2000,28-11-2018 03:09:pm,08-12-2018 05:00:pm,Bid Award,GEM/2018/B/127342,https://bidplus.gem.gov.in/showbidDocument/916581,916581,35.0,*,3.5,"1 , 2 , 3.5 , 4"
"Ministry Of Defence
Department Of Defence
Chief Engineer Delhi Zone Delhi Cantt N/a",Power Cable For Direct Burial Xlpe Ugac Cable,1500,28-11-2018 03:08:pm,08-12-2018 05:00:pm,Bid Award,GEM/2018/B/127350,https://bidplus.gem.gov.in/showbidDocument/916637,916637,50.0,*,3.5,"1 , 2 , 3.5 , 4"
"Ministry Of Defence
Department Of Defence
Chief Engineer Delhi Zone Delhi Cantt N/a",Power Cable For Direct Burial Xlpe Ugac Cable,1500,28-11-2018 03:01:pm,08-12-2018 05:00:pm,Bid Award,GEM/2018/B/127360,https://bidplus.gem.gov.in/showbidDocument/916707,916707,95.0,95.0,3.5,3.5
"Ministry Of Defence
Department Of Defence
Chief Engineer Delhi Zone Delhi Cantt N/a",Power Cable For Direct Burial Xlpe Ugac Cable,1000,28-11-2018 03:00:pm,08-12-2018 05:00:pm,Bid Award,GEM/2018/B/127365,https://bidplus.gem.gov.in/showbidDocument/916742,916742,185.0,*,3.5,"1 , 2 , 3.5 , 4"
"Ministry Of Defence
Department Of Defence
Chief Engineer Delhi Zone Delhi Cantt N/a",Power Cable For Direct Burial Xlpe Ugac Cable,2000,28-11-2018 02:44:pm,08-12-2018 05:00:pm,Bid Award,GEM/2018/B/127371,https://bidplus.gem.gov.in/showbidDocument/916791,916791,10.0,10.0,2,2
"Ministry Of Railways
Na
Eastern Railway N/a",Power Cable For Direct Burial Xlpe Ugac Cable,4400,27-11-2018 06:00:pm,08-12-2018 11:00:am,Bid Award,GEM/2018/B/126395,https://bidplus.gem.gov.in/showbidDocument/909483,909483,70.0,70.0,4,4
"Ministry Of Railways
Na
Eastern Railway N/a",Power Cable For Direct Burial Xlpe Ugac Cable,400,27-11-2018 06:03:pm,08-12-2018 11:00:am,Bid Award,GEM/2018/B/126454,https://bidplus.gem.gov.in/showbidDocument/909917,909917,240.0,240.0,4,4
"Ministry Of Railways
Na
Eastern Railway N/a",Power Cable For Direct Burial Xlpe Ugac Cable,400,27-11-2018 06:02:pm,08-12-2018 11:00:am,Bid Award,GEM/2018/B/126479,https://bidplus.gem.gov.in/showbidDocument/910106,910106,16.0,16.0,4,4
"Ministry Of Railways
Na
Dlw Varanasi Diesel Locomotive Works Varanasi",Power Cable For Direct Burial Xlpe Ugac Cable,680,27-11-2018 01:08:pm,07-12-2018 04:00:pm,Financial Evaluation,GEM/2018/B/126250,https://bidplus.gem.gov.in/showbidDocument/908384,908384,400.0,400.0,4,4
"Ministry Of Defence
Department Of Defence
Commander Works Engineer, Bathinda N/a","Power Cable For Direct Burial Xlpe Ugac Cable,power Cable For Direct Burial Xlpe Ugac Cable",957,27-11-2018 12:45:pm,07-12-2018 03:00:pm,Bid Award,GEM/2018/B/126155,https://bidplus.gem.gov.in/showbidDocument/907691,907691,150.0,150.0,3.5,3.5
"Ministry Of Railways
Northern Railway
Northern Railway Stores",Power Cable For Direct Burial Xlpe Ugac Cable,8000,27-11-2018 12:59:pm,07-12-2018 03:00:pm,Bid Award,GEM/2018/B/126210,https://bidplus.gem.gov.in/showbidDocument/908083,908083,95.0,95.0,4,4
"Ministry Of Power
Na
Bhakra Beas Management Board, Chandigarh N/a",power cable for direct burial xlpe ugac cable,250,17-12-2018 03:13:pm,28-12-2018 11:00:am,Not Evaluated,GEM/2018/B/138428,https://bidplus.gem.gov.in/showbidDocument/1001099,1001099,120.0,120.0,3.5,3.5
"Ministry Of Railways
Na
South Eastern Railway N/a",power cable for direct burial xlpe ugac cable,500,17-12-2018 06:01:pm,28-12-2018 11:00:am,Technical Evaluation,GEM/2018/B/138715,https://bidplus.gem.gov.in/showbidDocument/1003262,1003262,240.0,*,4,"1, 2, 3.5, 4"
"Ministry Of Railways
Na
Southern Railway N/a",power cable for direct burial xlpe ugac cable,500,17-12-2018 07:37:pm,28-12-2018 10:00:am,Not Evaluated,GEM/2018/B/138972,https://bidplus.gem.gov.in/showbidDocument/1005124,1005124,50.0,50.0,4,4
"Ministry Of Railways
Na
Diesel Loco Modernisation Works, Patiala N/a",power cable for direct burial xlpe ugac cable,2000,17-12-2018 10:15:am,27-12-2018 09:00:pm,Not Evaluated,GEM/2018/B/137723,https://bidplus.gem.gov.in/showbidDocument/995723,995723,300.0,300.0,4,4
"Ministry Of Power
Na
Bhakra Beas Management Board, Chandigarh N/a",power cable for direct burial xlpe ugac cable,250,17-12-2018 03:13:pm,28-12-2018 11:00:am,Not Evaluated,GEM/2018/B/138428,https://bidplus.gem.gov.in/showbidDocument/1001099,1001099,120.0,120.0,3.5,3.5
"Ministry Of Railways
Na
South Eastern Railway N/a",power cable for direct burial xlpe ugac cable,500,17-12-2018 06:01:pm,28-12-2018 11:00:am,Technical Evaluation,GEM/2018/B/138715,https://bidplus.gem.gov.in/showbidDocument/1003262,1003262,240.0,*,4,"1, 2, 3.5, 4"
"Ministry Of Railways
Na
Southern Railway N/a",power cable for direct burial xlpe ugac cable,500,17-12-2018 07:37:pm,28-12-2018 10:00:am,Not Evaluated,GEM/2018/B/138972,https://bidplus.gem.gov.in/showbidDocument/1005124,1005124,50.0,50.0,4,4
